temp (C),CMRR1 mcparamset 1  (dB),CMRR1 mcparamset 2  (dB),CMRR1 mcparamset 3  (dB),CMRR1 mcparamset 4  (dB),CMRR1 mcparamset 5  (dB),CMRR1 mcparamset 6  (dB),CMRR1 mcparamset 7  (dB),CMRR1 mcparamset 8  (dB),CMRR1 mcparamset 9  (dB),CMRR1 mcparamset 10  (dB),CMRR1 mcparamset 11  (dB),CMRR1 mcparamset 12  (dB),CMRR1 mcparamset 13  (dB),CMRR1 mcparamset 14  (dB),CMRR1 mcparamset 15  (dB),CMRR1 mcparamset 16  (dB),CMRR1 mcparamset 17  (dB),CMRR1 mcparamset 18  (dB),CMRR1 mcparamset 19  (dB),CMRR1 mcparamset 20  (dB),CMRR1 mcparamset 21  (dB),CMRR1 mcparamset 22  (dB),CMRR1 mcparamset 23  (dB),CMRR1 mcparamset 24  (dB),CMRR1 mcparamset 25  (dB),CMRR1 mcparamset 26  (dB),CMRR1 mcparamset 27  (dB),CMRR1 mcparamset 28  (dB),CMRR1 mcparamset 29  (dB),CMRR1 mcparamset 30  (dB),CMRR1 mcparamset 31  (dB),CMRR1 mcparamset 32  (dB),CMRR1 mcparamset 33  (dB),CMRR1 mcparamset 34  (dB),CMRR1 mcparamset 35  (dB),CMRR1 mcparamset 36  (dB),CMRR1 mcparamset 37  (dB),CMRR1 mcparamset 38  (dB),CMRR1 mcparamset 39  (dB),CMRR1 mcparamset 40  (dB),CMRR1 mcparamset 41  (dB),CMRR1 mcparamset 42  (dB),CMRR1 mcparamset 43  (dB),CMRR1 mcparamset 44  (dB),CMRR1 mcparamset 45  (dB),CMRR1 mcparamset 46  (dB),CMRR1 mcparamset 47  (dB),CMRR1 mcparamset 48  (dB),CMRR1 mcparamset 49  (dB),CMRR1 mcparamset 50  (dB),CMRR1 mcparamset 51  (dB),CMRR1 mcparamset 52  (dB),CMRR1 mcparamset 53  (dB),CMRR1 mcparamset 54  (dB),CMRR1 mcparamset 55  (dB),CMRR1 mcparamset 56  (dB),CMRR1 mcparamset 57  (dB),CMRR1 mcparamset 58  (dB),CMRR1 mcparamset 59  (dB),CMRR1 mcparamset 60  (dB),CMRR1 mcparamset 61  (dB),CMRR1 mcparamset 62  (dB),CMRR1 mcparamset 63  (dB),CMRR1 mcparamset 64  (dB),CMRR1 mcparamset 65  (dB),CMRR1 mcparamset 66  (dB),CMRR1 mcparamset 67  (dB),CMRR1 mcparamset 68  (dB),CMRR1 mcparamset 69  (dB),CMRR1 mcparamset 70  (dB),CMRR1 mcparamset 71  (dB),CMRR1 mcparamset 72  (dB),CMRR1 mcparamset 73  (dB),CMRR1 mcparamset 74  (dB),CMRR1 mcparamset 75  (dB),CMRR1 mcparamset 76  (dB),CMRR1 mcparamset 77  (dB),CMRR1 mcparamset 78  (dB),CMRR1 mcparamset 79  (dB),CMRR1 mcparamset 80  (dB),CMRR1 mcparamset 81  (dB),CMRR1 mcparamset 82  (dB),CMRR1 mcparamset 83  (dB),CMRR1 mcparamset 84  (dB),CMRR1 mcparamset 85  (dB),CMRR1 mcparamset 86  (dB),CMRR1 mcparamset 87  (dB),CMRR1 mcparamset 88  (dB),CMRR1 mcparamset 89  (dB),CMRR1 mcparamset 90  (dB),CMRR1 mcparamset 91  (dB),CMRR1 mcparamset 92  (dB),CMRR1 mcparamset 93  (dB),CMRR1 mcparamset 94  (dB),CMRR1 mcparamset 95  (dB),CMRR1 mcparamset 96  (dB),CMRR1 mcparamset 97  (dB),CMRR1 mcparamset 98  (dB),CMRR1 mcparamset 99  (dB),CMRR1 mcparamset 100  (dB),CMRR2 mcparamset 1  (dB),CMRR2 mcparamset 2  (dB),CMRR2 mcparamset 3  (dB),CMRR2 mcparamset 4  (dB),CMRR2 mcparamset 5  (dB),CMRR2 mcparamset 6  (dB),CMRR2 mcparamset 7  (dB),CMRR2 mcparamset 8  (dB),CMRR2 mcparamset 9  (dB),CMRR2 mcparamset 10  (dB),CMRR2 mcparamset 11  (dB),CMRR2 mcparamset 12  (dB),CMRR2 mcparamset 13  (dB),CMRR2 mcparamset 14  (dB),CMRR2 mcparamset 15  (dB),CMRR2 mcparamset 16  (dB),CMRR2 mcparamset 17  (dB),CMRR2 mcparamset 18  (dB),CMRR2 mcparamset 19  (dB),CMRR2 mcparamset 20  (dB),CMRR2 mcparamset 21  (dB),CMRR2 mcparamset 22  (dB),CMRR2 mcparamset 23  (dB),CMRR2 mcparamset 24  (dB),CMRR2 mcparamset 25  (dB),CMRR2 mcparamset 26  (dB),CMRR2 mcparamset 27  (dB),CMRR2 mcparamset 28  (dB),CMRR2 mcparamset 29  (dB),CMRR2 mcparamset 30  (dB),CMRR2 mcparamset 31  (dB),CMRR2 mcparamset 32  (dB),CMRR2 mcparamset 33  (dB),CMRR2 mcparamset 34  (dB),CMRR2 mcparamset 35  (dB),CMRR2 mcparamset 36  (dB),CMRR2 mcparamset 37  (dB),CMRR2 mcparamset 38  (dB),CMRR2 mcparamset 39  (dB),CMRR2 mcparamset 40  (dB),CMRR2 mcparamset 41  (dB),CMRR2 mcparamset 42  (dB),CMRR2 mcparamset 43  (dB),CMRR2 mcparamset 44  (dB),CMRR2 mcparamset 45  (dB),CMRR2 mcparamset 46  (dB),CMRR2 mcparamset 47  (dB),CMRR2 mcparamset 48  (dB),CMRR2 mcparamset 49  (dB),CMRR2 mcparamset 50  (dB),CMRR2 mcparamset 51  (dB),CMRR2 mcparamset 52  (dB),CMRR2 mcparamset 53  (dB),CMRR2 mcparamset 54  (dB),CMRR2 mcparamset 55  (dB),CMRR2 mcparamset 56  (dB),CMRR2 mcparamset 57  (dB),CMRR2 mcparamset 58  (dB),CMRR2 mcparamset 59  (dB),CMRR2 mcparamset 60  (dB),CMRR2 mcparamset 61  (dB),CMRR2 mcparamset 62  (dB),CMRR2 mcparamset 63  (dB),CMRR2 mcparamset 64  (dB),CMRR2 mcparamset 65  (dB),CMRR2 mcparamset 66  (dB),CMRR2 mcparamset 67  (dB),CMRR2 mcparamset 68  (dB),CMRR2 mcparamset 69  (dB),CMRR2 mcparamset 70  (dB),CMRR2 mcparamset 71  (dB),CMRR2 mcparamset 72  (dB),CMRR2 mcparamset 73  (dB),CMRR2 mcparamset 74  (dB),CMRR2 mcparamset 75  (dB),CMRR2 mcparamset 76  (dB),CMRR2 mcparamset 77  (dB),CMRR2 mcparamset 78  (dB),CMRR2 mcparamset 79  (dB),CMRR2 mcparamset 80  (dB),CMRR2 mcparamset 81  (dB),CMRR2 mcparamset 82  (dB),CMRR2 mcparamset 83  (dB),CMRR2 mcparamset 84  (dB),CMRR2 mcparamset 85  (dB),CMRR2 mcparamset 86  (dB),CMRR2 mcparamset 87  (dB),CMRR2 mcparamset 88  (dB),CMRR2 mcparamset 89  (dB),CMRR2 mcparamset 90  (dB),CMRR2 mcparamset 91  (dB),CMRR2 mcparamset 92  (dB),CMRR2 mcparamset 93  (dB),CMRR2 mcparamset 94  (dB),CMRR2 mcparamset 95  (dB),CMRR2 mcparamset 96  (dB),CMRR2 mcparamset 97  (dB),CMRR2 mcparamset 98  (dB),CMRR2 mcparamset 99  (dB),CMRR2 mcparamset 100  (dB)
-7.00000,125.531,121.923,118.173,137.216,122.000,126.063,132.329,118.960,150.922,135.598,127.481,131.862,134.041,122.804,122.991,131.550,118.612,126.875,149.641,128.095,161.658,123.657,126.322,132.236,121.915,130.563,151.430,117.117,139.802,112.701,129.520,115.479,116.547,123.891,134.585,115.608,137.840,127.004,133.054,156.726,143.851,118.552,128.998,125.818,148.283,137.546,121.527,128.215,136.422,117.086,129.802,119.641,116.324,120.052,122.991,116.742,126.268,131.898,131.738,116.446,118.236,144.038,130.438,129.779,120.606,119.667,145.608,139.882,155.728,115.423,121.849,118.635,130.682,147.166,143.083,119.365,129.134,125.976,116.735,120.257,123.048,131.208,156.369,116.867,118.395,130.421,117.470,130.243,121.617,120.338,126.417,115.192,133.155,143.661,118.291,135.957,128.168,117.438,145.587,138.142,125.414,116.836,124.464,123.727,116.338,121.121,120.217,124.572,121.657,117.323,132.515,128.223,121.085,127.704,122.077,128.285,127.699,119.803,121.978,115.933,119.265,113.891,128.448,122.672,133.493,117.211,121.169,120.182,141.652,117.443,115.455,113.501,121.058,124.321,115.341,115.821,117.343,127.937,129.009,141.445,129.808,128.101,138.311,149.759,137.590,128.738,121.600,121.607,117.940,145.762,125.532,119.493,115.712,136.072,120.141,122.402,133.038,137.844,121.401,145.542,126.028,125.893,130.499,122.038,120.038,123.632,154.694,120.041,124.407,138.456,113.149,133.143,120.614,118.717,130.065,124.902,118.633,124.491,121.431,123.617,118.924,131.198,140.001,124.447,124.588,128.542,124.624,126.180,118.579,119.520,123.890,117.314,123.989,123.878,123.426,124.270,118.787,121.644,117.325,132.622
-5.00000,125.465,121.860,118.110,137.160,121.938,126.003,132.274,118.896,150.898,135.541,127.420,131.797,133.973,122.745,122.931,131.484,118.553,126.809,149.492,128.030,161.604,123.600,126.261,132.173,121.854,130.511,151.408,117.057,139.721,112.639,129.462,115.419,116.485,123.832,134.525,115.546,137.749,126.945,132.989,156.644,143.784,118.494,128.932,125.761,148.219,137.490,121.468,128.157,136.377,117.026,129.733,119.580,116.263,119.990,122.931,116.682,126.206,131.835,131.677,116.385,118.178,143.968,130.378,129.716,120.548,119.606,145.502,139.839,155.555,115.363,121.787,118.573,130.626,147.145,143.028,119.306,129.076,125.912,116.673,120.197,122.985,131.142,156.452,116.807,118.335,130.357,117.408,130.186,121.558,120.278,126.359,115.131,133.099,143.610,118.231,135.906,128.102,117.379,145.535,138.076,125.348,116.774,124.403,123.664,116.280,121.058,120.155,124.512,121.598,117.260,132.454,128.164,121.028,127.642,122.016,128.223,127.642,119.741,121.916,115.874,119.205,113.830,128.386,122.610,133.428,117.152,121.110,120.120,141.596,117.382,115.395,113.443,120.997,124.261,115.281,115.763,117.283,127.881,128.952,141.364,129.750,128.041,138.249,149.662,137.530,128.674,121.538,121.544,117.878,145.700,125.471,119.432,115.650,136.013,120.080,122.345,132.979,137.800,121.340,145.443,125.969,125.832,130.440,121.976,119.977,123.573,154.739,119.979,124.350,138.405,113.086,133.083,120.555,118.656,129.999,124.840,118.573,124.427,121.370,123.555,118.862,131.131,139.933,124.386,124.526,128.481,124.563,126.121,118.517,119.460,123.827,117.255,123.930,123.818,123.367,124.209,118.724,121.587,117.263,132.564
-3.00000,125.400,121.799,118.048,137.105,121.876,125.943,132.219,118.834,150.875,135.484,127.360,131.734,133.907,122.687,122.872,131.419,118.495,126.743,149.342,127.966,161.551,123.544,126.201,132.111,121.794,130.459,151.386,116.997,139.641,112.577,129.405,115.359,116.423,123.775,134.466,115.484,137.658,126.886,132.925,156.564,143.719,118.438,128.866,125.705,148.156,137.434,121.411,128.100,136.334,116.967,129.663,119.521,116.203,119.929,122.871,116.623,126.145,131.772,131.618,116.325,118.120,143.898,130.319,129.653,120.490,119.545,145.396,139.797,155.383,115.303,121.725,118.511,130.571,147.124,142.974,119.248,129.019,125.849,116.611,120.136,122.923,131.076,156.540,116.748,118.275,130.294,117.347,130.128,121.499,120.219,126.302,115.072,133.045,143.559,118.172,135.856,128.037,117.322,145.484,138.010,125.284,116.712,124.343,123.602,116.223,120.996,120.095,124.453,121.539,117.199,132.393,128.106,120.972,127.580,121.956,128.162,127.585,119.680,121.853,115.816,119.144,113.770,128.326,122.550,133.363,117.094,121.052,120.059,141.540,117.323,115.337,113.385,120.937,124.200,115.222,115.705,117.224,127.825,128.896,141.283,129.694,127.980,138.188,149.565,137.470,128.611,121.476,121.482,117.816,145.639,125.410,119.372,115.589,135.956,120.020,122.289,132.920,137.757,121.281,145.344,125.910,125.772,130.381,121.916,119.916,123.515,154.789,119.917,124.294,138.354,113.023,133.024,120.496,118.595,129.935,124.778,118.514,124.363,121.310,123.493,118.800,131.065,139.865,124.326,124.464,128.421,124.503,126.062,118.455,119.401,123.766,117.197,123.871,123.760,123.309,124.150,118.661,121.531,117.201,132.506
-1.00000,125.336,121.738,117.986,137.050,121.815,125.885,132.165,118.772,150.854,135.429,127.301,131.671,133.840,122.630,122.813,131.355,118.437,126.678,149.194,127.902,161.499,123.488,126.141,132.049,121.734,130.407,151.367,116.937,139.561,112.516,129.349,115.300,116.362,123.717,134.407,115.423,137.568,126.828,132.861,156.485,143.654,118.382,128.801,125.650,148.094,137.380,121.353,128.043,136.291,116.909,129.595,119.461,116.143,119.869,122.812,116.564,126.084,131.710,131.558,116.266,118.063,143.829,130.261,129.590,120.434,119.484,145.291,139.756,155.212,115.244,121.665,118.450,130.517,147.105,142.921,119.190,128.962,125.787,116.550,120.077,122.861,131.010,156.632,116.689,118.216,130.232,117.286,130.072,121.441,120.160,126.245,115.013,132.991,143.509,118.113,135.807,127.973,117.265,145.434,137.945,125.219,116.652,124.284,123.541,116.166,120.935,120.035,124.394,121.481,117.138,132.333,128.049,120.916,127.519,121.896,128.102,127.529,119.620,121.792,115.758,119.085,113.710,128.265,122.490,133.298,117.036,120.994,119.998,141.485,117.264,115.278,113.329,120.878,124.141,115.163,115.648,117.165,127.770,128.841,141.203,129.638,127.921,138.128,149.469,137.411,128.549,121.414,121.420,117.755,145.579,125.349,119.312,115.529,135.899,119.960,122.233,132.863,137.715,121.221,145.246,125.852,125.713,130.323,121.855,119.855,123.457,154.842,119.857,124.239,138.304,112.962,132.966,120.438,118.535,129.870,124.717,118.455,124.300,121.250,123.432,118.740,130.999,139.797,124.267,124.403,128.361,124.443,126.004,118.394,119.343,123.705,117.139,123.814,123.702,123.252,124.090,118.599,121.475,117.141,132.449
1.00000,125.272,121.678,117.925,136.996,121.755,125.827,132.112,118.711,150.834,135.374,127.242,131.609,133.775,122.573,122.755,131.291,118.380,126.613,149.045,127.840,161.448,123.433,126.082,131.988,121.675,130.357,151.348,116.879,139.481,112.456,129.293,115.241,116.301,123.661,134.350,115.363,137.478,126.770,132.798,156.408,143.590,118.327,128.737,125.595,148.033,137.326,121.297,127.987,136.249,116.851,129.527,119.403,116.084,119.809,122.754,116.506,126.024,131.649,131.500,116.207,118.006,143.761,130.203,129.529,120.378,119.424,145.187,139.716,155.041,115.185,121.605,118.390,130.463,147.088,142.869,119.133,128.906,125.725,116.490,120.018,122.799,130.945,156.731,116.631,118.158,130.170,117.226,130.016,121.384,120.102,126.189,114.955,132.938,143.460,118.055,135.759,127.909,117.208,145.384,137.881,125.156,116.592,124.225,123.480,116.110,120.874,119.976,124.335,121.424,117.078,132.274,127.993,120.861,127.459,121.837,128.042,127.474,119.560,121.731,115.701,119.026,113.651,128.206,122.430,133.234,116.979,120.937,119.938,141.431,117.205,115.221,113.273,120.820,124.082,115.105,115.592,117.107,127.716,128.786,141.123,129.582,127.862,138.068,149.373,137.353,128.487,121.354,121.360,117.695,145.519,125.290,119.254,115.470,135.843,119.901,122.177,132.805,137.674,121.163,145.147,125.795,125.654,130.266,121.796,119.795,123.400,154.898,119.797,124.184,138.254,112.901,132.908,120.381,118.476,129.807,124.657,118.397,124.238,121.191,123.372,118.679,130.934,139.730,124.208,124.342,128.302,124.384,125.946,118.334,119.285,123.644,117.082,123.757,123.644,123.195,124.032,118.538,121.420,117.080,132.393
3.00000,125.209,121.619,117.865,136.943,121.695,125.769,132.059,118.650,150.816,135.319,127.184,131.547,133.710,122.517,122.698,131.228,118.323,126.550,148.898,127.777,161.398,123.379,126.024,131.928,121.617,130.307,151.331,116.820,139.401,112.396,129.238,115.183,116.241,123.605,134.293,115.303,137.388,126.714,132.735,156.332,143.526,118.272,128.673,125.541,147.973,137.273,121.241,127.932,136.208,116.793,129.459,119.345,116.026,119.750,122.696,116.448,125.965,131.588,131.442,116.149,117.951,143.693,130.146,129.467,120.323,119.365,145.083,139.676,154.872,115.127,121.545,118.330,130.410,147.071,142.818,119.077,128.851,125.664,116.430,119.959,122.739,130.881,156.835,116.574,118.101,130.108,117.167,129.961,121.327,120.044,126.133,114.898,132.886,143.411,117.997,135.711,127.846,117.152,145.335,137.817,125.093,116.533,124.167,123.420,116.055,120.814,119.917,124.278,121.368,117.018,132.215,127.937,120.806,127.399,121.778,127.983,127.419,119.501,121.670,115.645,118.967,113.592,128.147,122.371,133.171,116.923,120.881,119.879,141.378,117.147,115.164,113.218,120.762,124.024,115.047,115.536,117.050,127.663,128.732,141.043,129.528,127.804,138.009,149.277,137.295,128.425,121.293,121.300,117.635,145.461,125.231,119.195,115.411,135.788,119.843,122.123,132.749,137.633,121.105,145.049,125.739,125.596,130.209,121.737,119.736,123.344,154.958,119.737,124.130,138.206,112.840,132.851,120.324,118.417,129.744,124.597,118.340,124.176,121.133,123.313,118.620,130.869,139.664,124.150,124.282,128.243,124.326,125.889,118.274,119.228,123.584,117.026,123.701,123.588,123.139,123.974,118.477,121.366,117.021,132.337
5.00000,125.147,121.560,117.805,136.891,121.636,125.712,132.007,118.590,150.799,135.265,127.127,131.486,133.646,122.462,122.642,131.165,118.267,126.486,148.751,127.716,161.349,123.325,125.966,131.868,121.559,130.258,151.316,116.763,139.322,112.337,129.184,115.126,116.182,123.550,134.236,115.244,137.299,126.657,132.673,156.257,143.463,118.218,128.610,125.487,147.913,137.221,121.186,127.877,136.168,116.737,129.392,119.288,115.968,119.692,122.639,116.392,125.906,131.527,131.384,116.092,117.895,143.626,130.089,129.407,120.269,119.307,144.979,139.638,154.703,115.070,121.487,118.270,130.358,147.055,142.767,119.021,128.797,125.604,116.371,119.902,122.678,130.817,156.945,116.517,118.044,130.048,117.108,129.906,121.271,119.987,126.078,114.842,132.834,143.363,117.940,135.664,127.783,117.097,145.286,137.754,125.031,116.474,124.110,123.360,116.001,120.754,119.859,124.221,121.312,116.959,132.157,127.882,120.753,127.340,121.720,127.924,127.365,119.442,121.611,115.589,118.910,113.534,128.089,122.313,133.108,116.867,120.825,119.820,141.325,117.090,115.108,113.163,120.705,123.966,114.990,115.481,116.993,127.610,128.679,140.964,129.474,127.746,137.950,149.181,137.238,128.364,121.234,121.240,117.576,145.402,125.172,119.138,115.353,135.733,119.786,122.069,132.693,137.594,121.048,144.951,125.683,125.538,130.153,121.678,119.678,123.288,155.022,119.678,124.076,138.158,112.780,132.794,120.268,118.359,129.681,124.538,118.283,124.115,121.075,123.254,118.561,130.805,139.598,124.093,124.223,128.185,124.268,125.833,118.215,119.171,123.525,116.970,123.645,123.531,123.083,123.916,118.417,121.312,116.962,132.282
7.00000,125.085,121.502,117.746,136.839,121.578,125.656,131.956,118.531,150.783,135.212,127.070,131.426,133.582,122.407,122.586,131.103,118.212,126.423,148.604,127.654,161.301,123.272,125.909,131.809,121.502,130.210,151.301,116.706,139.243,112.278,129.130,115.070,116.123,123.495,134.180,115.186,137.211,126.602,132.611,156.184,143.401,118.165,128.548,125.435,147.855,137.169,121.131,127.823,136.129,116.681,129.325,119.231,115.911,119.634,122.582,116.335,125.848,131.467,131.327,116.035,117.841,143.559,130.033,129.347,120.215,119.249,144.876,139.600,154.535,115.014,121.428,118.212,130.306,147.041,142.718,118.966,128.743,125.544,116.313,119.845,122.619,130.754,157.061,116.461,117.987,129.987,117.049,129.852,121.216,119.931,126.024,114.786,132.783,143.316,117.883,135.618,127.721,117.042,145.239,137.692,124.969,116.416,124.053,123.301,115.947,120.695,119.802,124.164,121.257,116.901,132.100,127.827,120.700,127.281,121.663,127.866,127.312,119.384,121.551,115.533,118.852,113.477,128.031,122.255,133.046,116.812,120.770,119.762,141.273,117.034,115.052,113.109,120.648,123.909,114.934,115.427,116.937,127.558,128.627,140.886,129.420,127.689,137.892,149.086,137.181,128.304,121.175,121.181,117.518,145.345,125.114,119.080,115.295,135.679,119.729,122.015,132.638,137.556,120.991,144.854,125.628,125.481,130.097,121.621,119.620,123.233,155.090,119.620,124.023,138.111,112.721,132.738,120.213,118.302,129.619,124.480,118.227,124.054,121.018,123.195,118.502,130.742,139.532,124.036,124.164,128.128,124.211,125.778,118.157,119.116,123.467,116.916,123.591,123.476,123.028,123.859,118.357,121.260,116.904,132.228
9.00000,125.024,121.444,117.687,136.788,121.520,125.601,131.906,118.472,150.769,135.160,127.014,131.366,133.519,122.353,122.531,131.042,118.157,126.361,148.459,127.594,161.254,123.220,125.853,131.750,121.445,130.163,151.289,116.650,139.165,112.220,129.077,115.014,116.065,123.441,134.125,115.128,137.123,126.547,132.550,156.112,143.339,118.112,128.486,125.383,147.798,137.118,121.077,127.770,136.090,116.625,129.259,119.174,115.854,119.577,122.527,116.279,125.791,131.408,131.271,115.979,117.787,143.493,129.978,129.287,120.162,119.192,144.773,139.563,154.367,114.958,121.371,118.153,130.255,147.028,142.669,118.911,128.690,125.485,116.255,119.788,122.560,130.691,157.184,116.406,117.932,129.928,116.992,129.799,121.161,119.876,125.971,114.730,132.733,143.269,117.827,135.572,127.660,116.988,145.192,137.631,124.908,116.359,123.996,123.242,115.893,120.637,119.745,124.109,121.202,116.843,132.043,127.773,120.647,127.223,121.606,127.809,127.259,119.327,121.493,115.479,118.796,113.421,127.974,122.198,132.985,116.758,120.716,119.705,141.221,116.978,114.997,113.056,120.592,123.853,114.878,115.373,116.881,127.506,128.576,140.808,129.368,127.633,137.834,148.991,137.125,128.245,121.116,121.123,117.460,145.288,125.057,119.024,115.238,135.625,119.672,121.963,132.583,137.518,120.935,144.756,125.573,125.425,130.042,121.564,119.562,123.178,155.162,119.563,123.971,138.064,112.663,132.683,120.158,118.245,129.558,124.422,118.172,123.994,120.961,123.138,118.445,130.679,139.468,123.980,124.105,128.071,124.154,125.722,118.099,119.060,123.409,116.861,123.537,123.421,122.974,123.803,118.298,121.207,116.846,132.174
11.0000,124.964,121.387,117.629,136.737,121.463,125.546,131.857,118.414,150.756,135.108,126.958,131.307,133.456,122.300,122.476,130.981,118.103,126.299,148.313,127.534,161.208,123.169,125.797,131.692,121.389,130.116,151.277,116.594,139.086,112.163,129.025,114.959,116.008,123.388,134.070,115.071,137.035,126.493,132.489,156.041,143.278,118.060,128.424,125.331,147.741,137.067,121.024,127.718,136.053,116.571,129.193,119.119,115.798,119.520,122.471,116.224,125.734,131.349,131.215,115.923,117.733,143.428,129.924,129.228,120.109,119.135,144.670,139.527,154.201,114.902,121.314,118.096,130.205,147.016,142.621,118.858,128.638,125.426,116.198,119.732,122.502,130.629,157.314,116.351,117.877,129.869,116.935,129.746,121.107,119.821,125.918,114.676,132.683,143.223,117.772,135.528,127.599,116.935,145.145,137.570,124.848,116.302,123.940,123.184,115.841,120.579,119.689,124.053,121.148,116.786,131.987,127.720,120.595,127.166,121.550,127.752,127.208,119.270,121.435,115.425,118.740,113.365,127.917,122.142,132.924,116.704,120.662,119.648,141.171,116.923,114.943,113.004,120.537,123.797,114.823,115.320,116.827,127.455,128.525,140.730,129.316,127.578,137.777,148.896,137.070,128.186,121.059,121.065,117.402,145.231,125.001,118.968,115.182,135.572,119.617,121.911,132.529,137.482,120.880,144.659,125.519,125.370,129.988,121.507,119.506,123.124,155.238,119.506,123.919,138.019,112.605,132.628,120.104,118.189,129.497,124.365,118.117,123.934,120.905,123.081,118.388,130.616,139.403,123.924,124.047,128.015,124.098,125.668,118.042,119.006,123.351,116.807,123.483,123.367,122.920,123.748,118.240,121.156,116.789,132.121
13.0000,124.904,121.331,117.571,136.688,121.406,125.491,131.808,118.356,150.745,135.057,126.903,131.249,133.395,122.247,122.422,130.920,118.050,126.238,148.169,127.475,161.163,123.117,125.742,131.634,121.334,130.070,151.267,116.539,139.008,112.106,128.973,114.904,115.952,123.335,134.016,115.014,136.947,126.439,132.429,155.972,143.218,118.009,128.363,125.280,147.686,137.018,120.971,127.666,136.017,116.516,129.128,119.064,115.743,119.465,122.417,116.170,125.678,131.291,131.160,115.868,117.680,143.363,129.870,129.170,120.058,119.079,144.568,139.492,154.035,114.848,121.258,118.039,130.155,147.005,142.574,118.804,128.586,125.368,116.142,119.677,122.444,130.567,157.450,116.297,117.822,129.810,116.878,129.694,121.054,119.766,125.865,114.622,132.634,143.177,117.717,135.483,127.539,116.882,145.099,137.510,124.788,116.246,123.885,123.127,115.789,120.522,119.633,123.999,121.095,116.729,131.931,127.667,120.544,127.109,121.494,127.695,127.157,119.214,121.378,115.371,118.684,113.310,127.861,122.086,132.863,116.651,120.609,119.592,141.120,116.868,114.889,112.952,120.482,123.742,114.769,115.267,116.772,127.405,128.474,140.652,129.264,127.523,137.721,148.802,137.015,128.127,121.001,121.008,117.346,145.176,124.945,118.913,115.127,135.520,119.562,121.860,132.475,137.446,120.826,144.563,125.466,125.315,129.934,121.452,119.449,123.071,155.318,119.449,123.868,137.974,112.547,132.574,120.051,118.134,129.437,124.308,118.063,123.875,120.850,123.024,118.331,130.555,139.340,123.869,123.990,127.960,124.043,125.614,117.985,118.952,123.295,116.754,123.431,123.313,122.867,123.693,118.182,121.105,116.733,132.069
15.0000,124.844,121.275,117.514,136.639,121.350,125.438,131.760,118.299,150.735,135.007,126.849,131.191,133.333,122.195,122.369,130.861,117.997,126.178,148.025,127.416,161.119,123.067,125.687,131.577,121.279,130.025,151.258,116.485,138.931,112.050,128.922,114.850,115.896,123.283,133.963,114.958,136.860,126.386,132.369,155.904,143.159,117.958,128.303,125.230,147.631,136.969,120.919,127.615,135.981,116.463,129.063,119.009,115.688,119.409,122.363,116.116,125.622,131.233,131.105,115.814,117.628,143.299,129.816,129.112,120.006,119.023,144.467,139.457,153.870,114.794,121.202,117.982,130.106,146.995,142.528,118.752,128.535,125.311,116.086,119.622,122.387,130.506,157.595,116.244,117.768,129.752,116.823,129.643,121.001,119.713,125.814,114.569,132.586,143.132,117.663,135.440,127.480,116.829,145.054,137.451,124.728,116.191,123.831,123.070,115.737,120.465,119.579,123.945,121.042,116.673,131.877,127.616,120.494,127.053,121.439,127.640,127.106,119.159,121.321,115.318,118.630,113.255,127.806,122.031,132.804,116.598,120.556,119.537,141.071,116.814,114.836,112.900,120.428,123.688,114.715,115.215,116.719,127.356,128.425,140.575,129.213,127.468,137.665,148.708,136.961,128.070,120.945,120.951,117.290,145.121,124.889,118.858,115.072,135.468,119.508,121.809,132.423,137.412,120.771,144.466,125.413,125.260,129.881,121.396,119.394,123.018,155.402,119.394,123.818,137.929,112.490,132.520,119.998,118.079,129.377,124.252,118.009,123.817,120.795,122.968,118.275,130.493,139.277,123.815,123.933,127.905,123.989,125.562,117.929,118.898,123.238,116.702,123.379,123.260,122.815,123.638,118.125,121.055,116.677,132.017
