freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
39.8107E3,1.07143E-9,1.07546E-9,1.09456E-9,1.06799E-9,1.09057E-9,1.08741E-9,1.08702E-9,1.07449E-9,1.06292E-9,1.09928E-9,1.07512E-9,1.07777E-9,1.09421E-9,1.08146E-9,1.06985E-9,1.09170E-9,1.08677E-9,1.06865E-9,1.09026E-9,1.07665E-9,1.06940E-9,1.07912E-9,1.09114E-9,1.08185E-9,1.07238E-9,1.07700E-9,1.07410E-9,1.09273E-9,1.09184E-9,1.08730E-9,1.08961E-9,1.06483E-9,1.07762E-9,1.08437E-9,1.08455E-9,1.08208E-9,1.07548E-9,1.09584E-9,1.07478E-9,1.08308E-9,1.09116E-9,1.07316E-9,1.07659E-9,1.07594E-9,1.07356E-9,1.07975E-9,1.10142E-9,1.07464E-9,1.08288E-9,1.10102E-9,1.07878E-9,1.08062E-9,1.09962E-9,1.06310E-9,1.09328E-9,1.09038E-9,1.09775E-9,1.08562E-9,1.05819E-9,1.06992E-9,1.08078E-9,1.06854E-9,1.09803E-9,1.06812E-9,1.07470E-9,1.09284E-9,1.09134E-9,1.10046E-9,1.05320E-9,1.08016E-9,1.09211E-9,1.06634E-9,1.09764E-9,1.06354E-9,1.09584E-9,1.09727E-9,1.07779E-9,1.07185E-9,1.07114E-9,1.09990E-9,1.09487E-9,1.06623E-9,1.08449E-9,1.06076E-9,1.07421E-9,1.08083E-9,1.07023E-9,1.07100E-9,1.05580E-9,1.10369E-9,1.09457E-9,1.08096E-9,1.08091E-9,1.08284E-9,1.08543E-9,1.07730E-9,1.07852E-9,1.08367E-9,1.08727E-9,1.06899E-9
50.1187E3,1.07141E-9,1.07543E-9,1.09448E-9,1.06796E-9,1.09041E-9,1.08705E-9,1.08668E-9,1.07445E-9,1.06288E-9,1.09918E-9,1.07510E-9,1.07774E-9,1.09403E-9,1.08139E-9,1.06983E-9,1.09164E-9,1.08672E-9,1.06849E-9,1.09021E-9,1.07659E-9,1.06935E-9,1.07898E-9,1.09113E-9,1.08163E-9,1.07236E-9,1.07696E-9,1.07405E-9,1.09271E-9,1.09180E-9,1.08727E-9,1.08955E-9,1.06468E-9,1.07761E-9,1.08430E-9,1.08453E-9,1.08206E-9,1.07547E-9,1.09503E-9,1.07458E-9,1.08305E-9,1.09114E-9,1.07314E-9,1.07656E-9,1.07586E-9,1.07349E-9,1.07972E-9,1.10141E-9,1.07442E-9,1.08286E-9,1.10100E-9,1.07876E-9,1.08015E-9,1.09937E-9,1.06296E-9,1.09326E-9,1.09035E-9,1.09768E-9,1.08549E-9,1.05814E-9,1.06983E-9,1.08069E-9,1.06846E-9,1.09793E-9,1.06810E-9,1.07469E-9,1.09271E-9,1.09099E-9,1.10043E-9,1.05308E-9,1.08013E-9,1.09209E-9,1.06632E-9,1.09746E-9,1.06333E-9,1.09583E-9,1.09726E-9,1.07778E-9,1.07159E-9,1.07102E-9,1.09982E-9,1.09476E-9,1.06621E-9,1.08448E-9,1.06065E-9,1.07412E-9,1.08081E-9,1.07022E-9,1.07092E-9,1.05574E-9,1.10366E-9,1.09453E-9,1.08078E-9,1.08088E-9,1.08279E-9,1.08515E-9,1.07729E-9,1.07851E-9,1.08361E-9,1.08723E-9,1.06889E-9
63.0957E3,1.07139E-9,1.07540E-9,1.09442E-9,1.06793E-9,1.09029E-9,1.08678E-9,1.08642E-9,1.07443E-9,1.06286E-9,1.09911E-9,1.07509E-9,1.07771E-9,1.09389E-9,1.08134E-9,1.06981E-9,1.09160E-9,1.08669E-9,1.06837E-9,1.09018E-9,1.07654E-9,1.06930E-9,1.07888E-9,1.09112E-9,1.08146E-9,1.07233E-9,1.07694E-9,1.07401E-9,1.09268E-9,1.09178E-9,1.08725E-9,1.08950E-9,1.06456E-9,1.07760E-9,1.08425E-9,1.08451E-9,1.08205E-9,1.07545E-9,1.09441E-9,1.07443E-9,1.08303E-9,1.09112E-9,1.07312E-9,1.07654E-9,1.07580E-9,1.07343E-9,1.07970E-9,1.10140E-9,1.07425E-9,1.08285E-9,1.10098E-9,1.07875E-9,1.07979E-9,1.09918E-9,1.06285E-9,1.09325E-9,1.09033E-9,1.09763E-9,1.08539E-9,1.05811E-9,1.06976E-9,1.08061E-9,1.06840E-9,1.09786E-9,1.06808E-9,1.07468E-9,1.09262E-9,1.09071E-9,1.10040E-9,1.05298E-9,1.08012E-9,1.09208E-9,1.06630E-9,1.09732E-9,1.06317E-9,1.09582E-9,1.09724E-9,1.07776E-9,1.07140E-9,1.07092E-9,1.09976E-9,1.09467E-9,1.06619E-9,1.08447E-9,1.06058E-9,1.07406E-9,1.08081E-9,1.07021E-9,1.07086E-9,1.05568E-9,1.10364E-9,1.09451E-9,1.08064E-9,1.08086E-9,1.08276E-9,1.08494E-9,1.07728E-9,1.07850E-9,1.08357E-9,1.08720E-9,1.06881E-9
79.4328E3,1.07138E-9,1.07538E-9,1.09437E-9,1.06791E-9,1.09020E-9,1.08658E-9,1.08623E-9,1.07440E-9,1.06284E-9,1.09905E-9,1.07509E-9,1.07769E-9,1.09379E-9,1.08130E-9,1.06980E-9,1.09157E-9,1.08666E-9,1.06828E-9,1.09016E-9,1.07650E-9,1.06927E-9,1.07880E-9,1.09111E-9,1.08132E-9,1.07232E-9,1.07692E-9,1.07398E-9,1.09267E-9,1.09176E-9,1.08724E-9,1.08946E-9,1.06447E-9,1.07760E-9,1.08421E-9,1.08450E-9,1.08203E-9,1.07544E-9,1.09393E-9,1.07431E-9,1.08301E-9,1.09110E-9,1.07310E-9,1.07653E-9,1.07576E-9,1.07338E-9,1.07969E-9,1.10139E-9,1.07413E-9,1.08283E-9,1.10097E-9,1.07875E-9,1.07951E-9,1.09904E-9,1.06276E-9,1.09324E-9,1.09031E-9,1.09759E-9,1.08531E-9,1.05809E-9,1.06970E-9,1.08056E-9,1.06836E-9,1.09780E-9,1.06807E-9,1.07467E-9,1.09254E-9,1.09050E-9,1.10038E-9,1.05291E-9,1.08010E-9,1.09206E-9,1.06629E-9,1.09721E-9,1.06305E-9,1.09581E-9,1.09723E-9,1.07775E-9,1.07124E-9,1.07085E-9,1.09971E-9,1.09460E-9,1.06617E-9,1.08446E-9,1.06052E-9,1.07400E-9,1.08080E-9,1.07020E-9,1.07081E-9,1.05564E-9,1.10362E-9,1.09448E-9,1.08054E-9,1.08085E-9,1.08273E-9,1.08478E-9,1.07727E-9,1.07849E-9,1.08353E-9,1.08718E-9,1.06875E-9
100.000E3,1.07137E-9,1.07537E-9,1.09433E-9,1.06790E-9,1.09013E-9,1.08642E-9,1.08607E-9,1.07439E-9,1.06282E-9,1.09901E-9,1.07508E-9,1.07767E-9,1.09371E-9,1.08126E-9,1.06979E-9,1.09154E-9,1.08664E-9,1.06821E-9,1.09014E-9,1.07647E-9,1.06924E-9,1.07874E-9,1.09110E-9,1.08122E-9,1.07231E-9,1.07690E-9,1.07395E-9,1.09265E-9,1.09174E-9,1.08723E-9,1.08943E-9,1.06440E-9,1.07760E-9,1.08418E-9,1.08449E-9,1.08202E-9,1.07544E-9,1.09356E-9,1.07422E-9,1.08300E-9,1.09109E-9,1.07309E-9,1.07652E-9,1.07572E-9,1.07335E-9,1.07968E-9,1.10138E-9,1.07403E-9,1.08282E-9,1.10096E-9,1.07874E-9,1.07929E-9,1.09893E-9,1.06270E-9,1.09323E-9,1.09030E-9,1.09756E-9,1.08525E-9,1.05807E-9,1.06966E-9,1.08051E-9,1.06832E-9,1.09776E-9,1.06806E-9,1.07466E-9,1.09248E-9,1.09034E-9,1.10036E-9,1.05285E-9,1.08009E-9,1.09205E-9,1.06628E-9,1.09713E-9,1.06295E-9,1.09580E-9,1.09723E-9,1.07775E-9,1.07112E-9,1.07079E-9,1.09967E-9,1.09455E-9,1.06616E-9,1.08446E-9,1.06047E-9,1.07396E-9,1.08079E-9,1.07019E-9,1.07077E-9,1.05561E-9,1.10360E-9,1.09447E-9,1.08045E-9,1.08083E-9,1.08271E-9,1.08465E-9,1.07726E-9,1.07848E-9,1.08351E-9,1.08716E-9,1.06870E-9
125.893E3,1.07136E-9,1.07536E-9,1.09430E-9,1.06789E-9,1.09007E-9,1.08629E-9,1.08596E-9,1.07438E-9,1.06281E-9,1.09898E-9,1.07507E-9,1.07766E-9,1.09364E-9,1.08124E-9,1.06978E-9,1.09152E-9,1.08662E-9,1.06816E-9,1.09012E-9,1.07645E-9,1.06922E-9,1.07869E-9,1.09110E-9,1.08114E-9,1.07230E-9,1.07689E-9,1.07393E-9,1.09264E-9,1.09173E-9,1.08722E-9,1.08941E-9,1.06435E-9,1.07759E-9,1.08416E-9,1.08448E-9,1.08202E-9,1.07543E-9,1.09328E-9,1.07415E-9,1.08299E-9,1.09108E-9,1.07308E-9,1.07651E-9,1.07569E-9,1.07332E-9,1.07967E-9,1.10137E-9,1.07395E-9,1.08282E-9,1.10095E-9,1.07873E-9,1.07913E-9,1.09885E-9,1.06265E-9,1.09322E-9,1.09029E-9,1.09753E-9,1.08520E-9,1.05805E-9,1.06963E-9,1.08048E-9,1.06829E-9,1.09772E-9,1.06805E-9,1.07466E-9,1.09244E-9,1.09022E-9,1.10035E-9,1.05280E-9,1.08008E-9,1.09205E-9,1.06628E-9,1.09706E-9,1.06288E-9,1.09580E-9,1.09722E-9,1.07774E-9,1.07103E-9,1.07074E-9,1.09964E-9,1.09452E-9,1.06615E-9,1.08445E-9,1.06043E-9,1.07393E-9,1.08079E-9,1.07018E-9,1.07075E-9,1.05559E-9,1.10359E-9,1.09445E-9,1.08039E-9,1.08082E-9,1.08270E-9,1.08456E-9,1.07725E-9,1.07848E-9,1.08349E-9,1.08715E-9,1.06867E-9
158.489E3,1.07135E-9,1.07535E-9,1.09428E-9,1.06788E-9,1.09003E-9,1.08620E-9,1.08587E-9,1.07437E-9,1.06280E-9,1.09895E-9,1.07507E-9,1.07765E-9,1.09360E-9,1.08122E-9,1.06978E-9,1.09151E-9,1.08661E-9,1.06812E-9,1.09011E-9,1.07643E-9,1.06921E-9,1.07866E-9,1.09110E-9,1.08108E-9,1.07229E-9,1.07688E-9,1.07392E-9,1.09264E-9,1.09172E-9,1.08721E-9,1.08939E-9,1.06431E-9,1.07759E-9,1.08414E-9,1.08447E-9,1.08201E-9,1.07543E-9,1.09307E-9,1.07410E-9,1.08298E-9,1.09108E-9,1.07307E-9,1.07650E-9,1.07567E-9,1.07330E-9,1.07966E-9,1.10137E-9,1.07389E-9,1.08281E-9,1.10094E-9,1.07873E-9,1.07900E-9,1.09878E-9,1.06261E-9,1.09322E-9,1.09028E-9,1.09751E-9,1.08517E-9,1.05804E-9,1.06961E-9,1.08045E-9,1.06827E-9,1.09770E-9,1.06804E-9,1.07465E-9,1.09241E-9,1.09012E-9,1.10034E-9,1.05277E-9,1.08008E-9,1.09204E-9,1.06627E-9,1.09701E-9,1.06282E-9,1.09580E-9,1.09722E-9,1.07774E-9,1.07097E-9,1.07071E-9,1.09962E-9,1.09449E-9,1.06614E-9,1.08445E-9,1.06041E-9,1.07391E-9,1.08079E-9,1.07018E-9,1.07072E-9,1.05557E-9,1.10358E-9,1.09444E-9,1.08034E-9,1.08082E-9,1.08269E-9,1.08449E-9,1.07725E-9,1.07847E-9,1.08347E-9,1.08714E-9,1.06864E-9
199.526E3,1.07135E-9,1.07534E-9,1.09426E-9,1.06787E-9,1.09000E-9,1.08613E-9,1.08580E-9,1.07436E-9,1.06280E-9,1.09893E-9,1.07507E-9,1.07765E-9,1.09356E-9,1.08120E-9,1.06977E-9,1.09150E-9,1.08660E-9,1.06808E-9,1.09010E-9,1.07642E-9,1.06920E-9,1.07863E-9,1.09109E-9,1.08104E-9,1.07228E-9,1.07688E-9,1.07391E-9,1.09263E-9,1.09171E-9,1.08720E-9,1.08938E-9,1.06428E-9,1.07759E-9,1.08412E-9,1.08447E-9,1.08201E-9,1.07542E-9,1.09290E-9,1.07406E-9,1.08298E-9,1.09107E-9,1.07307E-9,1.07650E-9,1.07566E-9,1.07329E-9,1.07966E-9,1.10137E-9,1.07385E-9,1.08281E-9,1.10094E-9,1.07873E-9,1.07891E-9,1.09873E-9,1.06259E-9,1.09321E-9,1.09027E-9,1.09750E-9,1.08514E-9,1.05803E-9,1.06959E-9,1.08043E-9,1.06826E-9,1.09768E-9,1.06804E-9,1.07465E-9,1.09238E-9,1.09005E-9,1.10034E-9,1.05275E-9,1.08007E-9,1.09204E-9,1.06627E-9,1.09698E-9,1.06278E-9,1.09579E-9,1.09721E-9,1.07773E-9,1.07091E-9,1.07068E-9,1.09960E-9,1.09446E-9,1.06614E-9,1.08445E-9,1.06039E-9,1.07389E-9,1.08078E-9,1.07018E-9,1.07071E-9,1.05555E-9,1.10358E-9,1.09444E-9,1.08031E-9,1.08081E-9,1.08268E-9,1.08443E-9,1.07725E-9,1.07847E-9,1.08346E-9,1.08713E-9,1.06862E-9
251.189E3,1.07134E-9,1.07534E-9,1.09425E-9,1.06786E-9,1.08998E-9,1.08607E-9,1.08575E-9,1.07436E-9,1.06279E-9,1.09891E-9,1.07507E-9,1.07764E-9,1.09353E-9,1.08119E-9,1.06977E-9,1.09149E-9,1.08659E-9,1.06806E-9,1.09010E-9,1.07641E-9,1.06919E-9,1.07861E-9,1.09109E-9,1.08100E-9,1.07228E-9,1.07687E-9,1.07390E-9,1.09263E-9,1.09170E-9,1.08720E-9,1.08937E-9,1.06425E-9,1.07759E-9,1.08411E-9,1.08446E-9,1.08200E-9,1.07542E-9,1.09277E-9,1.07402E-9,1.08297E-9,1.09107E-9,1.07307E-9,1.07649E-9,1.07564E-9,1.07328E-9,1.07965E-9,1.10137E-9,1.07382E-9,1.08280E-9,1.10094E-9,1.07873E-9,1.07883E-9,1.09869E-9,1.06256E-9,1.09321E-9,1.09027E-9,1.09749E-9,1.08512E-9,1.05803E-9,1.06957E-9,1.08042E-9,1.06825E-9,1.09766E-9,1.06804E-9,1.07465E-9,1.09236E-9,1.08999E-9,1.10033E-9,1.05273E-9,1.08007E-9,1.09203E-9,1.06626E-9,1.09695E-9,1.06274E-9,1.09579E-9,1.09721E-9,1.07773E-9,1.07087E-9,1.07066E-9,1.09959E-9,1.09444E-9,1.06614E-9,1.08444E-9,1.06037E-9,1.07387E-9,1.08078E-9,1.07017E-9,1.07070E-9,1.05554E-9,1.10357E-9,1.09443E-9,1.08028E-9,1.08080E-9,1.08267E-9,1.08439E-9,1.07724E-9,1.07847E-9,1.08345E-9,1.08712E-9,1.06860E-9
316.228E3,1.07134E-9,1.07533E-9,1.09424E-9,1.06786E-9,1.08996E-9,1.08603E-9,1.08570E-9,1.07435E-9,1.06279E-9,1.09890E-9,1.07506E-9,1.07764E-9,1.09351E-9,1.08118E-9,1.06976E-9,1.09148E-9,1.08659E-9,1.06804E-9,1.09009E-9,1.07640E-9,1.06918E-9,1.07859E-9,1.09109E-9,1.08098E-9,1.07228E-9,1.07687E-9,1.07389E-9,1.09262E-9,1.09170E-9,1.08720E-9,1.08936E-9,1.06424E-9,1.07759E-9,1.08411E-9,1.08446E-9,1.08200E-9,1.07542E-9,1.09268E-9,1.07400E-9,1.08297E-9,1.09107E-9,1.07306E-9,1.07649E-9,1.07564E-9,1.07327E-9,1.07965E-9,1.10136E-9,1.07379E-9,1.08280E-9,1.10093E-9,1.07872E-9,1.07878E-9,1.09866E-9,1.06255E-9,1.09321E-9,1.09027E-9,1.09748E-9,1.08510E-9,1.05802E-9,1.06956E-9,1.08041E-9,1.06824E-9,1.09765E-9,1.06803E-9,1.07465E-9,1.09235E-9,1.08995E-9,1.10033E-9,1.05271E-9,1.08006E-9,1.09203E-9,1.06626E-9,1.09692E-9,1.06272E-9,1.09579E-9,1.09721E-9,1.07773E-9,1.07084E-9,1.07065E-9,1.09958E-9,1.09443E-9,1.06613E-9,1.08444E-9,1.06036E-9,1.07386E-9,1.08078E-9,1.07017E-9,1.07069E-9,1.05554E-9,1.10357E-9,1.09443E-9,1.08026E-9,1.08080E-9,1.08266E-9,1.08435E-9,1.07724E-9,1.07847E-9,1.08344E-9,1.08712E-9,1.06859E-9
398.107E3,1.07134E-9,1.07533E-9,1.09423E-9,1.06786E-9,1.08994E-9,1.08600E-9,1.08567E-9,1.07435E-9,1.06278E-9,1.09889E-9,1.07506E-9,1.07763E-9,1.09349E-9,1.08118E-9,1.06976E-9,1.09148E-9,1.08658E-9,1.06803E-9,1.09009E-9,1.07640E-9,1.06918E-9,1.07858E-9,1.09109E-9,1.08096E-9,1.07227E-9,1.07686E-9,1.07389E-9,1.09262E-9,1.09170E-9,1.08720E-9,1.08935E-9,1.06422E-9,1.07759E-9,1.08410E-9,1.08446E-9,1.08200E-9,1.07542E-9,1.09260E-9,1.07398E-9,1.08297E-9,1.09106E-9,1.07306E-9,1.07649E-9,1.07563E-9,1.07326E-9,1.07965E-9,1.10136E-9,1.07377E-9,1.08280E-9,1.10093E-9,1.07872E-9,1.07873E-9,1.09864E-9,1.06253E-9,1.09320E-9,1.09026E-9,1.09747E-9,1.08509E-9,1.05802E-9,1.06955E-9,1.08040E-9,1.06823E-9,1.09764E-9,1.06803E-9,1.07465E-9,1.09234E-9,1.08992E-9,1.10032E-9,1.05270E-9,1.08006E-9,1.09203E-9,1.06626E-9,1.09691E-9,1.06270E-9,1.09579E-9,1.09721E-9,1.07773E-9,1.07082E-9,1.07064E-9,1.09957E-9,1.09442E-9,1.06613E-9,1.08444E-9,1.06035E-9,1.07386E-9,1.08078E-9,1.07017E-9,1.07068E-9,1.05553E-9,1.10357E-9,1.09442E-9,1.08024E-9,1.08080E-9,1.08266E-9,1.08433E-9,1.07724E-9,1.07846E-9,1.08344E-9,1.08712E-9,1.06858E-9
501.187E3,1.07134E-9,1.07533E-9,1.09423E-9,1.06786E-9,1.08993E-9,1.08597E-9,1.08565E-9,1.07435E-9,1.06278E-9,1.09889E-9,1.07506E-9,1.07763E-9,1.09348E-9,1.08117E-9,1.06976E-9,1.09147E-9,1.08658E-9,1.06802E-9,1.09008E-9,1.07639E-9,1.06917E-9,1.07857E-9,1.09109E-9,1.08094E-9,1.07227E-9,1.07686E-9,1.07389E-9,1.09262E-9,1.09169E-9,1.08719E-9,1.08935E-9,1.06421E-9,1.07759E-9,1.08409E-9,1.08446E-9,1.08200E-9,1.07542E-9,1.09254E-9,1.07397E-9,1.08297E-9,1.09106E-9,1.07306E-9,1.07649E-9,1.07562E-9,1.07326E-9,1.07965E-9,1.10136E-9,1.07375E-9,1.08280E-9,1.10093E-9,1.07872E-9,1.07870E-9,1.09862E-9,1.06253E-9,1.09320E-9,1.09026E-9,1.09747E-9,1.08508E-9,1.05802E-9,1.06955E-9,1.08039E-9,1.06822E-9,1.09763E-9,1.06803E-9,1.07465E-9,1.09233E-9,1.08989E-9,1.10032E-9,1.05269E-9,1.08006E-9,1.09203E-9,1.06626E-9,1.09690E-9,1.06269E-9,1.09579E-9,1.09721E-9,1.07773E-9,1.07080E-9,1.07063E-9,1.09957E-9,1.09441E-9,1.06613E-9,1.08444E-9,1.06034E-9,1.07385E-9,1.08078E-9,1.07017E-9,1.07067E-9,1.05553E-9,1.10356E-9,1.09442E-9,1.08023E-9,1.08080E-9,1.08266E-9,1.08431E-9,1.07724E-9,1.07846E-9,1.08343E-9,1.08712E-9,1.06857E-9
